vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtA1;13667.05;10924.12;2742.93;11866.5
drtA27;65845.55;61116.62;4728.93;111148.46
drtA2;24877.43;16124.35;8753.08;16124.35
drtA28;4985.29;2340.44;2644.86;2340.44
drtA29;64005.43;61336.78;2668.65;125443.94
drtA0;154602.38;140804.09;13798.29;293612.86
drtA9;97853.38;81658.98;16194.4;178817.46
drtA7;102672.15;82613.36;20058.8;144073.01
drtA8;30057.95;29626.3;431.65;37079.38
drtA5;0;0;0;0
drtA6;48659.5;36229.13;12430.37;57182.61
drtA3;21527.08;16523.87;5003.21;16523.87
drtA4;119089.58;95550.06;23539.52;128185.64
drtA30;12364.66;11172.33;1192.33;11172.33
drtA31;78251.21;69226.6;9024.61;118999.84
drtA10;125314.46;106295.3;19019.17;219606.91
drtA32;36181.27;29192.8;6988.47;57655.27
drtA11;60395.23;40704.71;19690.53;45564.08
drtA33;69745.84;56117.42;13628.42;100757.21
drtA12;29827.28;28194.53;1632.75;40550.56
drtA34;104431.95;92484.93;11947.02;171902.81
drtA13;111202.73;87086.58;24116.14;178531.67
drtA35;178449.04;149124.06;29324.98;289587.44
drtA14;68135.49;54659.4;13476.09;95051.14
drtA36;93282.44;72100.25;21182.19;146478.15
drtA15;23894.32;22255.02;1639.29;29919.65
drtA37;37860.23;24955.29;12904.94;34250.11
drtA16;5986.39;3011.97;2974.42;3011.97
drtA38;33743.11;22856.54;10886.57;22856.54
drtA17;119496.82;97304.56;22192.26;181073.46
drtA39;74547.85;69989.53;4558.32;116544.97
drtA18;12946.08;11457.1;1488.98;11457.1
drtA19;57051.89;40957.89;16094;87768.29
drtA40;141478.31;116315.09;25163.23;230636.11
drtA41;47325.65;36009.05;11316.6;62940.36
drtA20;156510.35;137449.19;19061.16;295505.98
drtA42;25494.16;20240.73;5253.42;20240.73
drtA21;73343.74;65256.86;8086.87;157834.65
drtA22;34096.2;29063.54;5032.66;29063.54
drtA23;144701.36;104607.17;40094.19;182726.04
drtA24;50950.29;41962.98;8987.32;87069.78
drtA25;18449.47;14871.48;3578;14871.48
