vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtB2;0;0;0;0
drtB15;2644.03;927.57;1716.45;927.57
drtB3;0;0;0;0
drtB16;28025.14;25477.58;2547.57;25477.58
drtB0;11530.92;3631.19;7899.73;3631.19
drtB1;40151.08;38105.62;2045.46;38105.62
drtB8;8678.16;4828.24;3849.93;4828.24
drtB9;0;0;0;0
drtB6;40614.82;38375.55;2239.28;38375.55
drtB7;9764.43;4461.69;5302.74;4461.69
drtB4;0;0;0;0
drtB5;0;0;0;0
drtB10;2921.65;767.58;2154.07;767.58
drtB11;0;0;0;0
drtB12;0;0;0;0
drtB13;0;0;0;0
drtB14;0;0;0;0
