vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtB2;0;0;0;0
drtB15;15066.92;6452.98;8613.94;6452.98
drtB3;6404.51;3399.52;3004.99;3399.52
drtB16;27375.34;24827.78;2547.57;24827.78
drtB0;0;0;0;0
drtB1;5237.31;4679.3;558.01;4679.3
drtB8;23785.52;14942.45;8843.06;14942.45
drtB9;0;0;0;0
drtB6;11029.11;5642.56;5386.55;5642.56
drtB7;46587.45;33729.4;12858.04;36848.98
drtB4;0;0;0;0
drtB5;3435.07;2442.41;992.66;2442.41
drtB10;25162.33;19488.15;5674.19;19488.15
drtB11;2375.4;1025.89;1349.51;1025.89
drtB12;30948.63;26021.2;4927.43;26021.2
drtB13;34346.6;29544.59;4802.01;29544.59
drtB14;1402.42;898.6;503.83;898.6
