vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtA1;6784.48;6379.86;404.62;9264.71
drtA27;19675.48;15493.33;4182.15;15493.33
drtA2;10780.55;5677.85;5102.7;5677.85
drtA28;7908.83;5253.69;2655.15;5253.69
drtA29;5418.85;2393.17;3025.68;2393.17
drtA0;52408.55;43947.13;8461.42;52481.27
drtA9;16651.12;13016.42;3634.7;13016.42
drtA7;43449.26;36645.02;6804.25;44118.28
drtA8;3849.08;1866.65;1982.43;1866.65
drtA5;7358.27;4396.12;2962.15;4396.12
drtA6;0;0;0;0
drtA3;7414.41;2602.35;4812.06;2602.35
drtA4;17707.58;15395.59;2311.99;20589.86
drtA30;41848.23;36701.76;5146.47;36701.76
drtA31;5377.11;5187.44;189.67;5187.44
drtA10;35430.45;30369.98;5060.46;30369.98
drtA32;20661.82;13269.68;7392.14;13269.68
drtA11;24300.29;20828.68;3471.61;20828.68
drtA33;0;0;0;0
drtA12;37325.01;28903.94;8421.07;28903.94
drtA34;3104.15;1761.21;1342.94;1761.21
drtA13;13199.31;11898.38;1300.93;11898.38
drtA35;19235.96;11253.41;7982.55;11253.41
drtA14;21674.27;18150.81;3523.46;21251.88
drtA36;34848.48;23009.9;11838.58;23009.9
drtA15;12919.78;11598.78;1321;11598.78
drtA37;1548.15;826.01;722.14;826.01
drtA16;0;0;0;0
drtA38;0;0;0;0
drtA17;14397.42;12954.6;1442.82;12954.6
drtA39;0;0;0;0
drtA18;4662.7;2750.03;1912.67;2750.03
drtA19;35800.17;29328.95;6471.22;42551.04
drtA40;45592.7;41926.68;3666.02;41926.68
drtA41;0;0;0;0
drtA20;0;0;0;0
drtA42;4362.2;3598.37;763.83;3598.37
drtA21;0;0;0;0
drtA22;17406.89;13462.86;3944.03;13462.86
drtA23;0;0;0;0
drtA24;0;0;0;0
drtA25;12030.84;9915.83;2115.01;11346.66
