vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtA1;25813.16;17261.86;8551.3;17261.86
drtA27;95996.24;86725.13;9271.11;192348.83
drtA2;24928.26;16178;8750.26;16178
drtA28;4985.29;2340.44;2644.86;2340.44
drtA29;68712.36;60072.13;8640.24;116197.52
drtA0;71708.42;61291.43;10417;130979.68
drtA9;151412.52;131060.19;20352.34;252466.15
drtA7;0;0;0;0
drtA8;32144.17;26856.05;5288.12;26856.05
drtA5;0;0;0;0
drtA6;91661.07;82131.7;9529.37;149395.7
drtA3;54030.72;48747.33;5283.38;121825.69
drtA4;62268.51;56608.81;5659.7;85047.08
drtA30;12364.66;11172.33;1192.33;11172.33
drtA31;104986.65;91957.15;13029.5;151885.67
drtA10;204552.44;173908.27;30644.17;292101.64
drtA32;78885.96;72379.61;6506.36;174193.64
drtA11;38705.35;28298.33;10407.02;28298.33
drtA33;79942.7;67044.08;12898.62;85025.5
drtA12;29827.28;28194.53;1632.75;40550.56
drtA34;13608.77;10924.12;2684.66;11866.5
drtA13;30107.5;24833.96;5273.54;32318.98
drtA35;126086.18;103379.2;22706.98;175040.71
drtA14;37481.16;22462.69;15018.47;22462.69
drtA36;45943.94;36503.09;9440.86;50893.56
drtA15;15350.35;13711.05;1639.29;13711.05
drtA37;37860.23;24955.29;12904.94;34250.11
drtA16;5986.39;3011.97;2974.42;3011.97
drtA38;40689.06;29274.96;11414.1;29274.96
drtA17;79101.35;67792.7;11308.65;136755.39
drtA39;62234.6;52178.74;10055.87;61899.86
drtA18;77271.35;75077.89;2193.47;162424.82
drtA19;17492.06;8979.52;8512.55;8979.52
drtA40;24367.98;17608.63;6759.36;31296.01
drtA41;47261.37;35944.77;11316.6;62876.08
drtA20;162562.76;140517.21;22045.56;313331.71
drtA42;25494.16;20240.73;5253.42;20240.73
drtA21;91144;73137.22;18006.78;105692.01
drtA22;34096.2;29063.54;5032.66;29063.54
drtA23;20734.1;19049.56;1684.53;31879.66
drtA24;79180.64;70902.14;8278.49;186367.09
drtA25;18449.47;14871.48;3578;14871.48
