vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtE5;40893.17;14969.55;25923.62;14969.55
drtE45;0;0;0;0
drtE6;22581.67;15558.65;7023.02;15558.65
drtE46;19559.61;17558.24;2001.38;27457.42
drtE3;31038.63;21442.16;9596.47;25411.65
drtE47;9505.11;3058.9;6446.21;3058.9
drtE4;4294.59;2337.8;1956.8;2337.8
drtE48;4311.44;2104.69;2206.75;2104.69
drtE1;25678.87;19990.66;5688.21;19990.66
drtE49;31169.29;17022.48;14146.81;17022.48
drtE2;21366.2;16441.18;4925.03;16441.18
drtE0;0;0;0;0
drtE9;16794.52;10915.48;5879.05;10915.48
drtE7;8795.09;8219.02;576.07;8219.02
drtE8;0;0;0;0
drtE50;13685.25;5826.79;7858.46;5826.79
drtE51;2011.45;0;2011.45;0
drtE52;7948.08;2269.33;5678.75;2269.33
drtE53;11330.98;10221.56;1109.42;14844.44
drtE10;75639.84;18618.88;57020.96;18618.88
drtE11;0;0;0;0
drtE34;23684.5;2473.97;21210.53;2473.97
drtE35;3308.56;1452.44;1856.11;1452.44
drtE36;28860.16;11935.84;16924.32;11935.84
drtE37;29417.09;26035.3;3381.79;26035.3
drtE38;42477.86;28909.55;13568.31;28909.55
drtE39;37505.08;12433.9;25071.18;12433.9
drtE40;0;0;0;0
drtE41;13070.77;3519.25;9551.53;3519.25
drtE42;13929.95;8389.85;5540.11;8389.85
drtE43;0;0;0;0
drtE44;2915.32;2586.62;328.71;2586.62
drtE23;12910.86;6612.54;6298.32;6612.54
drtE24;12161.21;6828.82;5332.39;6828.82
drtE25;7034.98;2509.13;4525.85;2509.13
drtE26;0;0;0;0
drtE27;19355.43;14493.3;4862.13;14493.3
drtE28;5464.64;2127.43;3337.21;2127.43
drtE29;15165.04;9129.15;6035.89;9129.15
drtE30;18918.03;11728.72;7189.31;11728.72
drtE31;5429.67;2947.46;2482.21;2947.46
drtE32;0;0;0;0
drtE33;24422.09;15006.06;9416.03;15006.06
drtE12;10708.33;5180.62;5527.71;5180.62
drtE13;17126.57;5947.64;11178.94;5947.64
drtE14;5018.23;2983.92;2034.3;2983.92
drtE15;16249.28;5964.29;10284.99;5964.29
drtE16;7733.71;5492.85;2240.86;5492.85
drtE17;5756.24;3626.09;2130.14;3626.09
drtE18;12344.18;6576.14;5768.04;6576.14
drtE19;27382.64;13964.07;13418.57;13964.07
drtE20;30782;22214.77;8567.22;22214.77
drtE21;20104.48;5711.94;14392.54;5711.94
drtE22;0;0;0;0
