vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtA1;56703.59;46101.45;10602.14;53743.14
drtA27;12471.76;8046.37;4425.39;8046.37
drtA2;48257.63;40312.98;7944.66;56608.95
drtA28;3395.68;1225.62;2170.06;1225.62
drtA29;12849.12;11452.78;1396.34;11452.78
drtA0;10227.03;6791.1;3435.93;6791.1
drtA9;30908.56;25508.69;5399.87;26780.27
drtA7;0;0;0;0
drtA8;101781.42;79590.36;22191.06;115138.29
drtA5;9519.14;7273.05;2246.09;7273.05
drtA6;41431.66;24062.71;17368.95;24062.71
drtA3;0;0;0;0
drtA4;28312.75;23974.72;4338.03;23974.72
drtA30;31182.89;25191.63;5991.26;25191.63
drtA31;32016.32;27571.61;4444.71;32789.67
drtA10;30847.18;23554.61;7292.57;23554.61
drtA32;23813.81;14488.64;9325.17;16151.11
drtA11;37667.45;17730.93;19936.51;17730.93
drtA33;85594.71;73503.74;12090.97;187237.69
drtA12;10707.45;7312.89;3394.56;7312.89
drtA34;21357.33;13685.8;7671.53;13685.8
drtA13;65536.46;53111.36;12425.1;83376.82
drtA35;45034.98;39333.15;5701.83;70167.78
drtA14;42618.34;31072.45;11545.89;31072.45
drtA36;38971.51;30300.91;8670.6;33929.2
drtA15;21271.75;15555.26;5716.49;15555.26
drtA37;17741.3;11024.31;6716.99;11024.31
drtA16;2004.11;881.76;1122.35;881.76
drtA38;119321.13;94456.01;24865.12;111239.98
drtA17;27935.84;20609.73;7326.11;20609.73
drtA39;27082.63;24128.47;2954.17;24128.47
drtA18;4105.19;2807.31;1297.88;2807.31
drtA19;24987.39;12018.04;12969.35;12018.04
drtA40;36842.87;32338.69;4504.18;32338.69
drtA41;44930.21;38084.14;6846.07;50240.45
drtA20;28379.64;26544.03;1835.61;35434.3
drtA42;41398.34;36076.31;5322.03;68458.66
drtA21;19129.14;17478.23;1650.91;17478.23
drtA22;5756.24;3626.09;2130.14;3626.09
drtA23;14476.17;11568.66;2907.51;11568.66
drtA24;23691.83;20417.97;3273.87;28271.07
drtA25;5477.77;4551.87;925.91;4551.87
