vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtA1;21254.09;18792.77;2461.32;21677.62
drtA27;6291.86;4939.09;1352.77;4939.09
drtA2;4662.13;2481.54;2180.59;2481.54
drtA28;12046.9;6723.86;5323.04;6723.86
drtA29;8729.12;7435.85;1293.27;7435.85
drtA0;44393.22;38170.06;6223.16;56171.5
drtA9;16983.81;10255.6;6728.21;10255.6
drtA7;39753.1;33937.02;5816.07;41401.24
drtA8;4426.18;3598.37;827.82;3598.37
drtA5;7358.27;4396.12;2962.15;4396.12
drtA6;9110.74;6749.55;2361.19;6749.55
drtA3;6316.44;3202.22;3114.21;3202.22
drtA4;17707.58;15395.59;2311.99;20589.86
drtA30;52902.98;47756.51;5146.47;54319.55
drtA31;5377.11;5187.44;189.67;5187.44
drtA10;37653.16;31522.47;6130.7;31522.47
drtA32;20661.82;13269.68;7392.14;13269.68
drtA11;20690;16779.28;3910.72;16779.28
drtA33;7178.17;1772.39;5405.78;1772.39
drtA12;17326.59;10216.47;7110.12;10216.47
drtA34;0;0;0;0
drtA13;9791.55;7768.6;2022.94;7768.6
drtA35;23170.02;16157.52;7012.51;16157.52
drtA14;26914.87;21736.06;5178.8;24837.13
drtA36;46650.91;34096.55;12554.36;34096.55
drtA15;11393.21;9628.64;1764.57;9628.64
drtA37;28551.11;14161.2;14389.91;14161.2
drtA16;0;0;0;0
drtA38;26154.58;20505.92;5648.66;20505.92
drtA17;14397.42;12954.6;1442.82;12954.6
drtA39;0;0;0;0
drtA18;11056.5;7531;3525.5;7531
drtA19;25561.32;23644.62;1916.7;23644.62
drtA40;60962.88;58834.84;2128.05;58834.84
drtA41;0;0;0;0
drtA20;3627.45;1866.65;1760.8;1866.65
drtA42;38923.44;29654.53;9268.91;42876.61
drtA21;0;0;0;0
drtA22;28409.91;21359.36;7050.55;21359.36
drtA23;0;0;0;0
drtA24;0;0;0;0
drtA25;12030.84;9915.83;2115.01;11346.66
