vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtB2;0;0;0;0
drtB15;31909.16;20024.86;11884.3;20024.86
drtB3;3236.75;2027.16;1209.59;2027.16
drtB16;27375.34;24827.78;2547.57;24827.78
drtB0;0;0;0;0
drtB1;5237.31;4679.3;558.01;4679.3
drtB8;0;0;0;0
drtB9;2839.73;1685.79;1153.94;1685.79
drtB6;8627.63;3903.52;4724.11;3903.52
drtB7;12326.57;6370.13;5956.43;6370.13
drtB4;9064.58;2051.25;7013.33;2051.25
drtB5;3435.07;2442.41;992.66;2442.41
drtB10;25162.33;19488.15;5674.19;19488.15
drtB11;3248.06;1367.24;1880.83;1367.24
drtB12;30948.63;26021.2;4927.43;26021.2
drtB13;39272.34;33882.73;5389.61;33882.73
drtB14;1402.42;898.6;503.83;898.6
