vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtA27;11637.62;7529.88;4107.74;7529.88
drtA2;136684.84;114643.14;22041.7;218822.56
drtA28;4985.29;2340.44;2644.86;2340.44
drtA0;25823.5;20555.65;5267.85;20555.65
drtA7;181187.26;158894.18;22293.08;285436.3
drtA8;32149.84;26860.37;5289.47;26860.37
drtA5;0;0;0;0
drtA3;18152.63;13290.57;4862.07;13290.57
drtA4;132540.47;109757.46;22783.01;191475.28
drtA30;12364.66;11172.33;1192.33;11172.33
drtA31;85214.17;70143.98;15070.18;139835.56
drtA10;130788.08;105325.12;25462.96;209510.54
drtA11;68505.3;57985.16;10520.14;82546.69
drtA33;47340.32;35837.07;11503.25;42685.37
drtA12;29827.28;28194.53;1632.75;40550.56
drtA34;28075.44;23460.97;4614.47;23460.97
drtA14;74380.76;60953.18;13427.59;68766.07
drtA36;173854.21;151438.2;22416.01;274601.99
drtA15;72605.78;57276.74;15329.04;73088.08
drtA37;39199.66;27749.42;11450.24;35293.68
drtA16;5986.39;3011.97;2974.42;3011.97
drtA38;37882.07;24955.29;12926.78;34250.11
drtA18;77466.57;66003.2;11463.37;135332.37
drtA40;56429.22;49062.28;7366.94;122455.58
drtA41;18712.27;13788.76;4923.51;13788.76
drtA20;114381.47;104020.21;10361.26;137724.67
drtA21;128537.76;113351.48;15186.28;225691.95
drtA23;43118.37;40688.5;2429.87;69126.76
drtA24;25003.06;20163.92;4839.14;20163.92
drtA25;125124.43;111667.26;13457.17;265785.93
