vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtB2;35457.5;32315.67;3141.83;32315.67
drtB3;14441.39;5406.67;9034.71;5406.67
drtB16;28025.14;25477.58;2547.57;25477.58
drtB0;0;0;0;0
drtB8;17906.15;5904.63;12001.52;5904.63
drtB9;23199.41;8579.19;14620.22;8579.19
drtB10;26976.12;18726.28;8249.84;18726.28
drtB6;72563.41;61197.75;11365.66;61197.75
drtB11;24322.05;15407.4;8914.66;16452.9
drtB13;25559.32;11436.28;14123.04;11436.28
drtB5;41808.58;37339.42;4469.16;37339.42
drtB14;44292.9;41308.88;2984.02;41308.88
