vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtB2;98831.27;74131.51;24699.76;82386.96
drtB15;54028.12;21852.8;32175.32;24492.15
drtB3;70637.4;61190.18;9447.22;61190.18
drtB16;28025.33;25477.77;2547.57;25477.77
drtB0;53561.13;21164.54;32396.59;21164.54
drtB1;34213.95;32306.48;1907.47;32306.48
drtB8;74148.11;39800.8;34347.32;39800.8
drtB9;73509.1;43681.71;29827.4;43681.71
drtB6;88795.33;52377.36;36417.97;78959.72
drtB7;46484.84;20272.07;26212.77;22307.01
drtB4;32769.05;13296.91;19472.14;13803.7
drtB5;30896.99;22158.87;8738.12;22158.87
drtB10;39326.61;37339.42;1987.19;37339.42
drtB11;53469.05;33962.32;19506.73;33962.32
drtB12;84530.83;79350.41;5180.42;220021.95
drtB13;69088.21;26305.85;42782.36;26305.85
drtB14;44292.9;41308.88;2984.02;41308.88
